id_video,titulo,dt_publicacao,id_canal,canal,dt_trending,cont_views,likes,dislikes,cont_comentarios,descricao,categoria
lA24HV6YLuo,Lais Bianchessi - Viciei (Letra Oficial),2022-04-28 00:00:58+00:00,UCYxLlKfySq3RVLKdNSQ1Gug,Warner Music Brasil,2022-05-05 00:00:00+00:00,33204,5514,0,538,Inscreva-se no canal da Warner Music Brasil e fique por dentro de todas as novidades: https://lnk.to/WMBrasilYTSiga a Warner Music Brasil:▶️ Instagram: http://instagram.com/warnermusicbr ▶️ Twitter: http://twitter.com/WarnerMusicBR▶️ Facebook: https://facebook.com/WarnerMusicBrasil ▶️ Website: http://www.warnermusic.com.br#fiqueemcasa #comigo #stayathome #withme2022 Warner Music Brasil Ltda.,Music
rgqicgjjhXc,Gabriel Medina vs. Filipe Toledo Rip Curl WSL Finals - CHAMPIONSHIP HEAT,2021-09-14 22:31:31+00:00,UChuLeaTGRcfzo0UjL-2qSbQ,World Surf League,2021-09-21 00:00:00+00:00,223162,3271,64,234,"Gabriel Medina vs. Filipe Toledo Title Match Heat 2 This is the biggest event in the history of competitive surfing. For the first time ever, the World Title will be decided in a one-day, winner-take-all event. The top five men and top five women enter, and after 12 must-see heats, one male and female surfer will rise from the proving ground at Lower Trestles as this year’s undisputed World Champions. #WSLSubscribe to the WSL for more action: https://goo.gl/VllRujWatch all the latest surfing action of the world's best surfers in the world's best waves. Heats on demand, event highlights and exclusive interviews, right here on the WSL's Youtube channel.For More Visit: http://www.worldsurfleague.com/Like the WSL on Facebook: http://www.facebook.com/wslFollow us on Twitter: http://twitter.com/wslFollow us on Instagram: http://instagram.com/wsl",Sports
vCK7Gw3Yks4,"MEU NAMORO ACABOU, ESTOU MORANDO SOZINHA !!",2020-10-06 20:44:01+00:00,UCmCEDd1rbFlCqSaCZ_i0P_w,Thayna Thalita,2020-10-13 00:00:00+00:00,532661,66720,1102,2267,CONTATO EMPRESARIAL - contatothaynathalita@gmail.comINSTAGRAM (@THAYNA.THALITA) - https://www.instagram.com/thayna.thalita/?hl=pt-br#ThaynaThalita,People & Blogs
_y9vYoBfVAY,Join the BTS #PermissiontoDance Challenge only on YouTube #Shorts,2021-08-06 00:33:36+00:00,UCBR8-60-B28hp2BmDPdntcQ,YouTube,2021-08-11 00:00:00+00:00,55229277,0,0,2,"Dance your 💜 out to the new BTS song #PermissiontoDance 🕺 BTS will be spotlighting some of their favorite Shorts in a compilation video, so participants are encouraged to use hashtags #PermissiontoDance and #Shorts for their creations to be considered. Click the create button in the YouTube app to create your Short.",Education
Gpfh1BneEzs,LIVE CARTOLAFC #34 -  O QUE FAZER NAS LATERAIS?,2021-02-03 16:38:11+00:00,UCAuvouPCYSOufWtv8qbe6wA,Camillo JOGA10,2021-02-10 00:00:00+00:00,57118,3996,66,31,Baixe o OneFootball: https://tinyurl.com/y3h2vryjENTRE EM MEU GRUPO GRATUITO DE APOSTAS:https://t.me/joinchat/RjXioHE22H6uKL7UQuer ser sócio e receber dicas do Cartola no Telegram?Compre por aqui:https://chatpay.com.br/g/1434274009​Pagou? Mande comprovante aqui:https://chatpay.com.br/user_groups​Whats Suporte para dúvidas: 22999407241Meu site para ligas e estatísticas do CartolaFC:https://escala10.com.br/​Baixe nosso aplicativo: Camillo JOGA10Disponível pra Iphone e AndroidClica no sininho do canal e fique sabendo na hora quando nossos vídeos forem postados.Contato profissional:camillo_ramon@hotmail.comNossas redes sociais:Instagram: Camillojoga10Facebook: Camillo Joga10Twitter: @Camillo Joga10Instagram: @Camillo JOGA10,Gaming
M9Pmf9AB4Mo,Apex Legends | Stories from the Outlands – “The Endorsement”,2020-08-11 17:00:10+00:00,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends,2020-08-17 00:00:00+00:00,3482753,164560,3523,18117,"While running her own modding shop, Ramya Parekh (aka Rampart) built her rep in underground gauntlet circuits. But success has a way of making enemies. Good thing she knows how to use all those fancy weapons she’s upgraded…  Apex Legends™ is a free-to-play battle royale game where legendary characters battle for glory, fame, and fortune on the fringes of the Frontier. Play for free now on Xbox One, PS4, and Origin for PC. Learn more about Apex Legends Season 6 – Boosted: http://x.ea.com/64060 Check out our YouTube channel: http://x.ea.com/56710.Follow us on Twitter: https://twitter.com/playapex.Follow us on Instagram: https://www.instagram.com/playapex/.#MeetRampart #ApexSeason6 #ApexSeasonSix #ApexLegends",Gaming
R1uUNflnupU,Rico vs Pobre - Comprando na Internet,2021-04-29 14:00:06+00:00,UC1k6oMuW2gKd2QFI5NhmmVw,Glauber Cunha,2021-05-08 00:00:00+00:00,258722,22547,256,1098,"Faça como Dona Sônia escolha seu produto para Pechinchar, clicando aqui: http://bit.ly/PechinchaComGlauber Lembrando que tem que ser no celular, porque só funciona no aplicativo do AliExpress!Aproveita e deixa o link de vocês nos comentários, vamos todos nos ajudar!",Comedy
861FtKndf1U,CARREIRA PROMISSORA,2022-02-21 14:00:03+00:00,UCEWHPFNilsT0IfQfutVzsag,Porta dos Fundos,2022-02-27 00:00:00+00:00,978737,86857,0,1785,"Bancário de criptomoedas, curador de NFT, editor de reels, apresentador de podcast polêmico, redator fluente em emojis, estilista de skins para Fortnite, moderador de grupo no Zap. Escolha já a sua carreira! #portadosfundos #publiELENCORafael PortugalStepan NercessianROTEIROGustavo VilelaDIREÇÃOBianca FrossardBAIXE O APP DO PORTAAndroid: http://bit.ly/2zcxLZOiOS: https://apple.co/2IW633jTRADUÇÃO E LEGENDAGEMDispositivaJosniel RodriguezEsse é o canal de humor Porta dos Fundos. Lançamos vídeos todas as segundas, quintas e sábados às 11h.",Entertainment
kr_V32tFOVg,EU E A LAIS NÃO VAMOS MAIS FICAR!! ( A VERDADE ),2022-06-04 15:00:21+00:00,UCbTVTephX30ZhQF5zwFppBg,rezendeevil,2022-06-11 00:00:00+00:00,553129,51350,0,1105,SE INSCREVA: https://www.youtube.com/user/rezendeevil?sub_confirmation=1CORTES DO REZENDE:https://www.youtube.com/CORTESDOREZENDEENTRE PARA O CLUBE ADR: https://www.youtube.com/channel/UCbTVTephX30ZhQF5zwFppBg/joinMEU CANAL NOVO: https://www.youtube.com/channel/UCiO3RPRhg5blmMsw6YytKCgNÃO CLIQUE AQUI: https://www.youtube.com/playlist?list=PL0xQPAWTD7FQGB5XRVA7UknxdR0Q78oxhVIDA ESCOLAR: https://www.youtube.com/playlist?list=PL0xQPAWTD7FRZJaFn4z3345yxue_Tkw5aMELHOR TROLLAGEM: https://www.youtube.com/playlist?list=PL0xQPAWTD7FThTuuPd1IqlXvj2rQidqiKVIDA DE ADOLESCENTE: https://www.youtube.com/playlist?list=PL0xQPAWTD7FRBD7V836Gyr2XOcYTXug7ePARÓDIAS: https://www.youtube.com/playlist?list=PL0xQPAWTD7FT_jkBuS-Tw4H5cFouyzrj6Contato comercial: rezende@adragencia.com.br,Entertainment
Jyun5FQnUrQ,ANIVERSARIO DA EVA / AGRADECENDO A VIDA E A SAÚDE DE MINHA FILHINHA - THAIS CARLA,2021-03-17 22:00:10+00:00,UCkDbKaH6CWE32PRzmGx6wbQ,Thaís Carla,2021-03-26 00:00:00+00:00,221115,20800,337,1202,"OI MEU POVO...  No vídeo de hoje, eu vim mostrar a vocês como foi os preparativos e como foi o aniversário de Eva! COMPARTILHEM!   LINK DA T-SHIRT  https://www.modaliss.com.br/blusas/t-shirt-thais-carla-corpo-power TIKTOK: https://www.tiktok.com/@thaiiscarlaoficial/video/6765992888552770821?source=h5_m📷 Instagram:  https://www.instagram.com/thaiscarlaInstagram da casa: https://instagram.com/sonhodefamiliatc?igshid=131ub55cqmnz6🐥 Twitter: thaiscarla_ 💎 Facebook:https://m.facebook.com/ThaisCarlaDancaPlus💌 Email para trabalhos:  thaiscarlaassessoria@gmail.comSALVADOR - BA  CAIXA POSTAL: 94 CEP: 43805-970 - BACONTATOS PARA TRABALHOthais.carla@mynd8.com.br",Entertainment
-mbmOpJGiJo,A Bênção do Senhor,2021-05-31 10:52:18+00:00,UCGUJ9xrnPtT38EncXBlfFUQ,Midian Lima - Topic,2021-06-17 00:00:00+00:00,148820,1767,137,0,Provided to YouTube by MK MusicA Bênção do Senhor · Midian LimaA Bênção do Senhor℗ MK MusicReleased on: 2021-06-01Auto-generated by YouTube.,Music
AYKy2frZjBg,INTERNACIONAL 1 X 1 BRAGANTINO | MELHORES MOMENTOS | 19ª RODADA BRASILEIRÃO 2021 | ge.globo,2021-10-22 01:12:03+00:00,UCgCKagVhzGnZcuP9bSMgMCg,ge,2021-10-24 00:00:00+00:00,697696,24216,389,1328,"Em uma disputa direta por um lugar no G-6, o Inter ficou no empate em 1 a 1 com o Red Bull Bragantino.🌟 Confira todos os melhores momentos com mais replays em ge.globo:https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/21-10-2021/internacional-bragantino.ghtml🌟 Veja como ficou a tabela: https://ge.globo.com/futebol/brasileirao-serie-a/🌟 Assine Premiere: https://bit.ly/3uuE0kN#Internacional #Bragantino #Brasileirão______________________________________✅ INSCREVA-SE NO CANAL GE:  https://cutt.ly/xfHlwBk👍 Curtiu o vídeo? Deixe seu like e dê seu pitaco 😎⚽ 🌟 Playlists pra você maratonar 🌟 ► Bola Quadrada:  https://cutt.ly/IfHk7ra ► BMFC: https://cutt.ly/gfHk5bH►Humor no GE: https://cutt.ly/HfHk6SY►Jogos Históricos: https://cutt.ly/BkxoZJX► Listas e TOPs: https://cutt.ly/hkxo51U► Originais GE: https://cutt.ly/vkxpunL► Melhores Momentos do Brasileirão:  https://cutt.ly/NfHk9TS► Melhores Copa do Brasil: https://cutt.ly/LfHk3Di► Gols Série B: https://cutt.ly/LfHk84c✅ Inscreva-se, também, no canal do CARTOLA FC e fique por dentro das melhores dicas do maior fantasy game do Brasil - https://cutt.ly/ffV1Xri______________________________________  No canal ge você encontra os melhores conteúdos do FUTEBOL BRASILEIRO! 🤙😎",Sports
PkHjM-FTWoo,Imaginem o mine infarto que tive 🙆🏻‍♂️😰😰😰😰,2022-04-28 00:53:32+00:00,UCNwZ3ZHy9Ro7INv4ohka90g,Júlio e Eu,2022-05-06 00:00:00+00:00,271010,59538,0,4890,Ainda não consegui descobrir como foi isso 🙆🏻‍♂️!..Nossos links para votação no iBest 2022 😄👇🏻.Nosso Link para categoria PET:https://ibest.vote/264727090.Nosso Link para categoria YOUTUBER DO ANO:https://ibest.vote/288183402.Nosso Link para a categoria HUMOR:https://ibest.vote/737849940.Link do aplicativo do IBEST:https://play.google.com/store/apps/details?id=com.premioibest.app......... . .______________________________Lojinha do Júlio:https://www.julioeeu.com.br/______________________________Contato para parcerias: assessoria@julioeeu.com.br______________________________Canal do Insolente :   @Humano Insolente  ______________________________Instagram do Humano:@tharcysio_lang https://instagram.com/tharcysio_lang?utm_medium=copy_link______________________________Instagram @julioeeu :https://instagram.com/julioeeu?utm_medium=copy_link#julioeeu #Gato #humor #ibest,Pets & Animals
fiH2Cbnswe8,Tarde Demais (Ep.3) | Luarices,2020-10-23 16:41:55+00:00,UCqppqPJk8-G1yM2LWcQ3JSA,Luarices,2020-10-29 00:00:00+00:00,189814,36859,203,4020,"Pra te ajudar a pesquisar!Planos de Governo dos Candidatos a Prefeito: https://g1.globo.com/politica/eleicoes/2020/noticia/2020/10/01/eleicoes-2020-planos-de-governo-dos-candidatos-a-prefeito-das-capitais.ghtmlComo Consultar Candidatos: https://canaltech.com.br/governo/como-consultar-candidatos-eleicoes-2020/Notícias Fato ou Fake: https://g1.globo.com/fato-ou-fake/Votar é mudar. ;)E se existisse um aplicativo que calculasse o quanto de poluição você emite a cada dia no planeta? Nesta minissérie de 3 episódios Hannah e Yara Martins lutam contra os efeitos iminentes do aquecimento global. Para uns, ainda há tempo de salvar o planeta. Para outros, já é tarde demais. Parcerias: comercial@luarices.comInstagram: @luaraskrekTik Tok: Luarices",Film & Animation
f1k0kki1Ues,Qual nota de dificuldade vc da pra esse tirando a maquiagem? Kkkk,2022-03-16 15:27:33+00:00,UCah11dOKwprjJkRLq8wHAqg,Juliana Aliende,2022-03-21 00:00:00+00:00,552446,30298,0,1361,,People & Blogs
HtR2aKj3JrU,TRANSFORMAÇÃO TOTAL CASA NOVA PARA PABLLO VITTAR 800 m² EM 1 SEMANA,2021-10-01 18:40:50+00:00,UCQbdsX9AVd8sF35p8825NcQ,Doma Arquitetura,2021-10-07 00:00:00+00:00,361754,38604,1255,1921,"Transformamos uma casa inteira de 800 m² em apenas 1 semana!! A primeira moradora será a Pabllo Vittar, depois o Quinto Andar irá abrir as portas para outros moradores. A ideia foi transformar um imóvel num lar, cheio de aconchego. Usamos muita cor, por todas as paredes e forros da casa. Trabalhamos com revestimento adesivo na marcenaria e trocamos os puxadores para renovar gastando menos possível, sem falar no tempo recorde! Mobiliária todo novo e cortinas feitas na hora... Ufa!! Muita mudança mesmo! Sejam bem vindos a #CasaQuintoAndar :) Me conta qual ambiente da casa vocês mais gostaram? Compartilhem ;)QUINTO ANDAR:https://www.quintoandar.com.br/?utm_source=social&utm_medium=branding&utm_campaign=doma&utm_term=audienciaMais informaçõeshttp://domaarquitetura.com.brFilmo com Celular, GoPro e Canon 6DEdição: Tharcizo Nascimento Imagens: Pat e Diogenes Andrade dos Santos",Howto & Style
Y99TAnQMyMY,MEU CARRO NOVO LANCER EVOLUTION ! OBRIGADO DEUS,2021-07-04 13:00:09+00:00,UC_XGgRFoktKUXZVD1_tp7EA,Gui Nobre,2021-07-14 00:00:00+00:00,530710,80276,650,5272,Eae galera já deixa o like e se inscreve no canal para não perder nem um video e não esquece de deixar seu comentário!!Instagram: @guinobreytInstagram da minha loja: @lojasguinobreytMeus veículos :Opala Comodoro 1983 de drift !Moto Xj6 2018 Azul meu BBYamaha R3 BambuCg Titan 150Contato profissional: guinobrecomercial@gmail.com,Entertainment
Y2bu5qENekY,Falcons vs. Cowboys Week 2 Highlights | NFL 2020,2020-09-20 20:50:47+00:00,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,2020-09-24 00:00:00+00:00,4633922,58020,4037,12834,"The Atlanta Falcons take on the Dallas Cowboys during Week 2 of the 2020 NFL season.Subscribe to NFL: http://j.mp/1L0bVBuCheck out our other channels:Para más contenido de la NFL en Español, suscríbete a https://www.youtube.com/nflenespanolNFL Fantasy Football https://www.youtube.com/nflfantasyfootballNFL Vault http://www.youtube.com/nflvaultNFL Network http://www.youtube.com/nflnetworkNFL Films http://www.youtube.com/nflfilmsNFL Rush http://www.youtube.com/nflrushNFL Play Football https://www.youtube.com/playfootballNFL Podcasts https://www.youtube.com/nflpodcasts#NFL #Falcons #Cowboys",Sports
_FpJKTltIRQ,ESPIONEI MEU NAMORADO UM DIA INTEIRO!! quem é essa????,2021-03-15 15:00:25+00:00,UCjTVNkbx5megxlnl1spy2jg,Jully Molinna,2021-03-23 00:00:00+00:00,596290,62648,782,1470,deixei tudo aqui pra voces: Link: https://s.click.aliexpress.com/e/_pRGWXZpTipos de Promocodes: Todos os promocodes mostrados são válidos para qualquer produto do site.i. Promocode ALIPAC para todos usuarios: compra acima de $60 o usuário ganha $8 de desconto. ii. Promocodes Gerais (3 tipos) O usuário deve escolher 1 dos 3 para usar. (Apenas novos usuários poderão usar)• A cada compra acima $40 o usuário ganha $8 de desconto  8ME47• A cada compra acima $20 o usuário ganha $6 de desconto  6ME47• A cada compra acima $5 o usuário ganha $4 de desconto  4ME47Me siga nas redes sociais:INSTAGRAM: https://www.instagram.com/jullymolina/TWITTER: https://twitter.com/jullymolinnaCONTATO COMERCIAL: blogjullymolinna@hotmail.comQuer me enviar algo? Minha CAIXA POSTAL: 6661 CEP: 30570970Jesus te ama.MULLY HOUSENo YouTube- Guilherme Gui: https://www.youtube.com/channel/UCtTCR1N0P2yJSyYQu6rYJAQ- Sophia: https://www.youtube.com/channel/UCqFUixibOxe0lAa6X73JBpA- Rafa: https://www.youtube.com/channel/UCILc9TCKezz7US7hN7p18Vw- Guss: https://www.youtube.com/channel/UCFsb2ZuBEdqnhW5QdwycyxwNo Instagram:Mully House - https://instagram.com/mullyhouse?igshid=1r2igccblijirRafael - https://instagram.com/fsrafael?igshid=tnkgs0jn8cr6Gui - https://instagram.com/euguilhermegui?igshid=16nlld2nfr3v5Sophia - https://instagram.com/sophies.g?igshid=nnh4r432wru0Gustavo - https://instagram.com/guss_cmf?igshid=gowrg4z14hphVitória - https://instagram.com/whisvick?igshid=g2a2cv6h6yzhMully Dogg - https://instagram.com/mullydogg?igshid=nw2545ll2txh,Entertainment
LZOdid_DCrc,Beta Aberto | League of Legends: Wild Rift,2021-03-09 15:00:15+00:00,UCbX8tval6itYrn4x6rrQPdA,WildRiftBR,2021-03-17 00:00:00+00:00,129222,9477,212,1236,"E lá vamos nós! O Beta Aberto do Wild Rift chega às Américas no dia 29 de março.Faça o pré-cadastro no Google Play: https://play.google.com/store/apps/details?id=com.riotgames.league.wildriftFaça o pré-cadastro na App Store:https://apps.apple.com/app/id1480616990Faça o pré-cadastro na Galaxy Store hoje mesmo:https://apps.samsung.com/appquery/preOrderDetail.as?contentId=000005383176SOBRE O JOGOMergulhe no Wild Rift: a experiência de MOBA 5v5 cheia de habilidades e estratégias de League of Legends feita do zero para dispositivos móveis (e em breve disponível para consoles!). Com controles novos e partidas aceleradas, jogadores de todos os níveis podem se juntar aos amigos, escolher seus Campeões e fazer grandes jogadas. Curtiu? Inscreva-se no canal de Wild Rift Brasil: http://bit.ly/WildRiftBRAcompanhe também o Wild Rift Brasil nas redes sociais:Instagram: https://www.instagram.com/wildriftbrFacebook: https://www.facebook.com/WildRiftBR/Twitter: https://twitter.com/wildriftBRSite: https://wildrift.leagueoflegends.com/pt-br/",Gaming
bMDkGTme7aY,Poppy Playtime 005 #Shorts,2021-12-20 04:35:37+00:00,UCEnqwW6f7bYidXHAI13hhMA,Jake Fellman,2021-12-29 00:00:00+00:00,33956084,1168850,0,6003,"Watch all of my horror animations here: https://www.youtube.com/watch?v=LvvPIc2DnG8&list=PLHTiqada2E2BlhjkZkYoONCth1hhyy8rh&index=2Behind the scenes: https://www.youtube.com/watch?v=FRI4ixSn2sA&list=PLe5Frw1C-LJA10ZMARlsTyGBkIHiBZ7xf&index=25Poppy Playtime is a unique, horror-puzzle adventure.  In this game, you play as an ex-employee of a corporate giant in the toy manufacturing industry, exploring an abandoned factory in the aftermath of an unethical scientific experiment gone wrong. Music: Sleepwalk by Santo & Johnnyhttps://www.youtube.com/watch?v=2rwfqsjimRM #Shorts #YouTubeShorts",Entertainment
eF2aOC1gZd8,Assombrei meus amigos por 24 horas até eles FICAREM LOUCOS,2022-06-03 02:59:02+00:00,UCghoGp6lvf3Lfu9cYdfIqtw,chip,2022-06-11 00:00:00+00:00,260295,15427,0,274,📸 Instagram: @chip.naughter⚡ USE o CUPOM ''CSQUAD'' para 10% de desconto na ENXADA HOST! https://enxadahost.com/r/creativesquad🐦Twitter: @chipnaughter😲 Seja membro: www.youtube.com/c/naughter/join👪 Discord: https://discord.gg/MwdB9pB📷 Instagram: https://instagram.com/chip.naughter📺 Creative Squad 📺► Bern - https://www.youtube.com/nhein► Caduxinn - https://www.youtube.com/Caduxinn► Fixz - https://www.youtube.com/fixzinho► Feuripe - https://www.youtube.com/Feuripe► Geleia - https://www.youtube.com/GeleiaPlays1► Ligonz - https://www.youtube.com/Ligonz► MucaHD - https://www.youtube.com/MucaHD► Onerb -  https://www.youtube.com/OnerbYT► Tonigon - https://www.youtube.com/Tonigoncr3at1VEsq&adLuciano 💎,Gaming
1tH49Rr0vk8,GOLS LENDÁRIOS,2020-09-08 13:00:01+00:00,UC_OvvTIFvYDZ9dZD9pXiKwA,Futebol 24 Horas,2020-09-14 00:00:00+00:00,142252,22039,279,449,Futebol 24 Horas na área com os gols mais inesquecíveis do futebol,Sports
16_S_Mf2E0A,Next Thursday at 8|7c on ABC - Grey's Anatomy,2020-11-13 04:02:24+00:00,UC_IpSl6O_-IRAA6fiNs05Gg,ABC,2020-11-20 00:00:00+00:00,1529507,18128,547,1501,Subscribe: http://goo.gl/mo7HqT,Entertainment
U92noxA0L8s,Capítulo 2: Temporada 7 — Estrelas de Batalha e o Novo Passe de Batalha,2021-06-08 06:00:13+00:00,UCaqLTryO8w6MQwpkFRVS4ow,Fortnite Brasil,2021-06-09 00:00:00+00:00,190949,9023,207,734,,Gaming
kVn9f5tiK6I,"#LiveCachacaCabare4 | Marília Mendonça, Leonardo, Bruno e Marrone e Jorge e Mateus",2021-05-30 06:22:47+00:00,UCwfEOn0O1DWcyTgzVVu28ig,Marília Mendonça,2021-06-08 00:00:00+00:00,3912520,125204,1873,826,DEIXE SEU LIKE 👍🏻  E ATIVE O SININHO 🔔  PARA RECEBER A NOTIFICAÇÃO EM PRIMEIRA MÃO.Use a #LiveCachacaCabare​​ nas redes sociais para ser repostado.ESTA LIVE É DESTINADA A MAIORES DE 18 ANOS. BEBA COM MODERAÇÃO.TAGS: #Leonardo #BrunoeMarrone #JorgeeMateus #MariliaMendoncaInscreva-se no meu canal: http://bit.ly/MARILIAMENDONCAYOUTUBEPARA SHOWS (62) 3241-7163 / (62) 9 9186-2454comercial@workshow.com.br comercial@mariliamendoncaoficial.com.brConecte-se com Marília Mendonça:▶ Facebook: https://www.facebook.com/mariliamendoncaoficial▶ Twitter: https://twitter.com/MariliaMReal▶ Instagram: @mariliamendoncacantora,Music
V5XClndJKcM,Pabllo Vittar - Follow Me - Live at Coachella 2022,2022-04-17 21:30:24+00:00,UCHF66aWLOxBW4l6VkSrS3cQ,Coachella,2022-04-26 00:00:00+00:00,389083,13990,0,1259,,Music
NXt6tzwH1V8,A MELHOR NUBANK DE TODOS OS TEMPOS: 118% DO CDI! QUANTO RENDE R$10 MIL  no RESGATE PLANEJADO?,2020-08-11 23:37:51+00:00,UCkPwI3gaSr65levrx1j9okQ,Dinheiro Com Você - Por William Ribeiro,2020-08-17 00:00:00+00:00,153609,18366,187,750,"Agora o seu dinheiro vai render MUITO MAIS com essa NOVIDADE do NUBANK: rendimentos de até 118% do CDI, com baixíssimo risco, e proteção do FGC!  E o roxinho segue fazendo a ALEGRIA dos Nulovers! Bora ver como isso funciona. Quanto será que renderia, se você colocasse 10 mil reais, nesse novo recurso da Nubank?Agora o Nubank lançou OUTRA NOVIDADE: a função RESGATE PLANEJADO! Nela você pode escolher uma data ESPECÍFICA pra resgatar um dinheiro que você pretende deixar guardado. O legal é que o rendimento vai ser MAIOR que os 100% do CDI!Quanto MAIS tempo você deixar seu dinheiro guardado, MAIOR será o rendimento, podendo chegar, por enquanto, até 118% do CDI. Nada mal pra um investimento tão simples e com baixíssimo risco.Outra coisa legal é que NÃO tem limite mínimo pra você usar a função Resgate Planejado. Você pode separar QUALQUER quantia de dinheiro. E você ainda conta com a proteção do Fundo Garantidor de Crédito, o FGC.Nessa primeira fase dos testes, TODO o dinheiro que estiver dentro da função Resgate Planejado, NÃO poderá ser resgatado antes da data, que foi escolhida pelo cliente. Em outras palavras, o seu dinheiro vai ficar  PRESO lá dentro, até a data combinada.Isso tem um lado bom e outro bom também. Hehehe... O primeiro lado bom, é que essa experiência te ajuda a pensar no futuro. Te ajuda a entender NA PRÁTICA a importância do planejamento financeiro, de poupar hoje para ter mais amanhã.E o segundo lado bom (que alguns acham ruim), é o fato do dinheiro ficar PRESO, que te obriga a NÃO gastar e não sair do seu planejamento inicial. Eu acho bom, porque essa função NÃO foi feita pra você ficar tirando o dinheiro toda hora.E sendo assim, ela não serve pra você fazer seu colchão financeiro, sua reserva de emergências. Pra isso, é só você usar a já conhecida função GUARDAR DINHEIRO do Nubank.Essa nova funcionalidade tem o objetivo de te ajudar a CONQUISTAR os seus OBJETIVOS de vida. Aqueles que dependem do dinheiro. Então você NÃO pode contar com essa parcela do seu dinheiro pra cobrir uma emergência, beleza? Você tem que PLANEJAR antes de usar essa novidade do Nubank. Depois não adianta ficar pedindo o resgate antes do prazo...Se bem que o Nubank disse que essa OBRIGATORIEDADE de reter o dinheiro, é uma característica da fase de testes. Talvez isso seja alterado mais adiante, deixando você TOTALMENTE livre pra resgatar ANTES do prazo. Claro que se isso acontecer, você também terá um rendimento menor...Se você é um dos felizardos que JÁ TEM a função RESGATE PLANEJADO ativada no seu APP, é só você seguir esses passos pra poder utilizar:1) Abra o APP do NUBANK e entre na função GUARDAR DINHEIRO, dentro do painel da conta do Nubank.2) DIGITE o valor que você deseja guardar para resgatar lá na frente.3) Escolha uma das opções de datas, que vai aparecer pra você. Veja que cada uma delas vai ter um rendimento DIFERENTE. Quanto maior o prazo, maior o rendimento.4) Confirme a sua operação usando a sua senha de 4 dígitos.Prontinho! Agora é só você continuar FOCADO no seu trabalho, pra gerar MAIS renda, e seguir a vida. Quando chegar a data do RESGATE, o seu dinheiro será liberado AUTOMATICAMENTE no saldo da função GUARDAR DINHEIRO.E vem ver no vídeo quanto rende a Nubank: quando renderia 10 mil reais aplicados no resgate planejado da nubank?------------------------- 💪 Ainda não é inscrito? Vem também com a gente! http://bit.ly/dinheiro_com_vc💰 Vem pra nossa Lista VIP no Telegram! http://bit.ly/telegram-dcv 👑 Seja MEMBRO do nosso Canal! Vídeos extras, conteúdo exclusivo! http://bit.ly/membro-dcv►Vem conhecer os bastidores no Instagram: http://instagram.com/dinheirocomvoce",People & Blogs
S9wcR5RIH7g,Rosa de Saron & Janaina Santana - O rio e o Mar (Clipe Oficial),2020-12-15 03:00:11+00:00,UCglAoXBdPAMUxvMlqhUnJsQ,Rosa De Saron,2020-12-23 00:00:00+00:00,120149,13939,111,899,"Contato para shows e parcerias:shows@rosadesaron.com.brWhatsapp (19)98115-4265Instagram: @bandarosadesaronO RIO E O MARBruno FaglioniVocê fez de tudo pra Me perder.Você fez de tudo pra Eu não querer mais ver você Como quem insiste em se machucarComo se pedisse pra eu te deixarComo se eu pudesse me desfazerdo que faz meu coração baterNão! Não existem regras pro coração!Não existe abismo tão fundo ou muro tão alto que vá Me segurar, que vá te separar da Minha mão!Posso entender! Não há nada por aqui que vá fazer eu Te esquecer!Quanto mais meus passos tentam se afastar, muito mais Teus braços querem me abraçar!Como o rio que corre ao encontro do mar, sua vida corre pra Me encontrar!Não! Não existem regras pro coração!Não existe abismo tão fundo ou muro tão alto que vá me segurar, que vá Te separar da minha mão!Não há nada, não há morte, não há dor que possa te separar do Meu amor!Não! Não existem regras pro coração!Não existe abismo tão fundo ou muro tão alto que vá me segurar, que vá Te separar da minha mão!Como o rio que corre em direção do mar, passa pelas curvas da vida e, na despedida, enfim, vai desaguar,você sabe onde Me encontrar!Tudo que eu mais quero é Te encontrar!Você sabe onde Me encontrar!Tudo que eu mais quero é Te encontrar!Como o rio que corre para o mar!FICHA TÉCNICA:Rosa de Saron é:Vocal - Bruno Faglioni @brunofaglioniGuitarra: Eduardo Faro @eduardofaroBaixo: Rogerio Feltrin @rogeriofeltrinBateria: Grevão @grevaocom a presença especial da vencedora do concurso Cantaê!Janaina Santana - @janainasantanaoficialProdução musical: André Cavalcante (A Fabrika Produções)Gravação de voz: Ricardo Domingues (Estúdio Síncopa)Direção vocal: Bruno Faglioni e Ricardo DominguesDireção e fotografia: JC Nunes  @jcnunes_oficialAssistente de direção: Fabi Nunes  @fabiula.rnunesAssistente de produção: Leo Tomacelli @ltshakaIluminação: Wallace Souza @wallacesouzajuniorFigurino e Make: Pâmela Silveira @pam_japa_makerProdução Banda: Pedro Hummel @pedrohummel#rosadesaron",Music
